customer_id,ages,genders,marital_status,no_of_childrens,education_Level,annual_income,number_of_accounts,total_credit_line
1559241,68,Female,1,0,3,121888.0,2,24377.6
3300127,58,Male,1,3,1,76128.0,5,38064.0
1019287,69,Male,1,2,2,101504.0,4,40601.6
4131040,49,Female,1,4,1,72384.0,6,43430.399999999994
9035373,42,Male,0,3,3,111072.0,4,44428.8
8563508,46,Male,0,1,0,50336.0,2,10067.2
6418014,56,Male,1,2,3,116896.0,4,46758.4
3114658,50,Male,1,0,2,93600.0,2,18720.0
6022717,25,Female,1,0,2,83200.0,2,16640.0
1033876,37,Male,0,1,3,108992.0,2,21798.4
1443469,67,Male,0,3,1,79872.0,4,31948.8
3869004,65,Male,1,1,2,99840.0,3,29952.0
5915910,72,Male,1,3,1,81952.0,5,40976.0
9344262,49,Male,0,2,1,72384.0,3,21715.199999999997
8109241,66,Female,0,2,1,79456.0,3,23836.800000000003
9069317,40,Female,1,1,1,68640.0,3,20592.0
5745247,42,Female,1,0,1,69472.0,2,13894.4
9112393,73,Female,1,1,1,82368.0,3,24710.399999999998
9792435,36,Male,1,0,1,66976.0,2,13395.2
5432659,62,Male,0,2,1,77792.0,3,23337.6
2834756,28,Female,0,0,0,42848.0,1,4284.8
3128973,73,Male,1,0,1,82368.0,2,16473.6
8497225,53,Male,1,4,1,74048.0,6,44428.8
6304329,34,Female,1,0,1,66144.0,2,13228.8
8383318,29,Male,0,2,1,64064.0,3,19219.199999999997
2089910,64,Male,1,2,3,120224.0,4,48089.6
3627876,68,Male,1,2,1,80288.0,4,32115.2
3259496,23,Male,0,0,1,61568.0,1,6156.8
5252551,51,Female,1,3,1,73216.0,5,36608.0
7924880,54,Female,1,2,1,74464.0,4,29785.6
4104294,73,Female,1,3,2,103168.0,5,51584.0
8992004,57,Female,1,1,1,75712.0,3,22713.6
5400759,61,Female,1,1,3,118976.0,3,35692.8
6951026,53,Female,0,2,2,94848.0,3,28454.399999999998
4567859,36,Male,1,1,1,66976.0,3,20092.800000000003
9192666,36,Female,1,0,3,108576.0,2,21715.2
2180862,38,Female,0,0,3,109408.0,1,10940.8
6672463,46,Male,1,4,1,71136.0,6,42681.600000000006
9813328,32,Female,1,1,2,86112.0,3,25833.600000000002
9382015,64,Female,0,2,0,57824.0,3,17347.199999999997
4937743,47,Male,0,0,1,71552.0,1,7155.2
1099799,51,Male,1,2,1,73216.0,4,29286.4
7717165,49,Male,0,4,1,72384.0,5,36192.0
6585865,72,Male,1,3,1,81952.0,5,40976.0
2141291,47,Female,1,1,2,92352.0,3,27705.600000000002
9332048,29,Male,1,0,0,43264.0,2,8652.8
9502007,68,Female,1,0,2,101088.0,2,20217.6
8902529,63,Male,1,1,2,99008.0,3,29702.399999999998
1215076,35,Female,0,2,2,87360.0,3,26208.0
3740013,59,Female,0,2,3,118144.0,3,35443.2
6632792,68,Female,1,3,3,121888.0,5,60944.0
3617824,23,Female,1,3,1,61568.0,5,30784.0
4451688,53,Female,0,1,1,74048.0,2,14809.6
7623925,69,Female,0,3,1,80704.0,4,32281.6
8964086,35,Female,0,2,1,66560.0,3,19968.0
9058039,75,Male,1,4,2,104000.0,6,62400.0
6146241,47,Female,0,3,1,71552.0,4,28620.8
9603510,26,Female,1,2,0,42016.0,4,16806.4
7338989,68,Female,1,3,0,59488.0,5,29744.0
4752126,34,Male,1,0,1,66144.0,2,13228.8
2500609,43,Male,0,2,2,90688.0,3,27206.399999999998
8182363,63,Male,0,3,2,99008.0,4,39603.2
7236195,42,Female,0,3,3,111072.0,4,44428.8
8536387,38,Male,1,0,1,67808.0,2,13561.6
7424587,56,Female,0,3,2,96096.0,4,38438.4
3809888,22,Male,1,0,1,61152.0,2,12230.4
8390723,77,Male,1,2,2,104832.0,4,41932.8
3237445,73,Female,1,3,2,103168.0,5,51584.0
4572616,66,Female,1,4,1,79456.0,6,47673.600000000006
6180184,36,Female,0,2,1,66976.0,3,20092.800000000003
8676309,40,Female,1,0,1,68640.0,2,13728.0
2320381,37,Male,0,0,1,67392.0,1,6739.2
4809817,58,Female,1,1,1,76128.0,3,22838.4
6539769,54,Male,0,0,1,74464.0,1,7446.4
5225370,52,Male,0,4,3,115232.0,5,57616.0
9636199,63,Female,1,0,1,78208.0,2,15641.6
3287048,30,Female,0,0,3,106080.0,1,10608.0
2017200,63,Female,1,4,1,78208.0,6,46924.8
3736011,79,Female,0,3,3,126464.0,4,50585.6
8797848,27,Female,1,1,1,63232.0,3,18969.6
5258586,37,Female,0,0,1,67392.0,1,6739.2
6526213,65,Male,1,4,3,120640.0,6,72384.0
8161395,24,Female,0,2,1,61984.0,3,18595.199999999997
6824538,78,Male,1,1,2,105248.0,3,31574.399999999998
4185069,45,Female,1,2,1,70720.0,4,28288.0
7181141,50,Male,0,1,2,93600.0,2,18720.0
1479475,73,Male,0,4,2,103168.0,5,51584.0
8937346,24,Female,1,0,1,61984.0,2,12396.8
6946852,29,Female,0,0,2,84864.0,1,8486.4
5048574,37,Female,1,0,2,88192.0,2,17638.4
5515009,59,Female,0,2,2,97344.0,3,29203.199999999997
2066018,58,Male,0,2,1,76128.0,3,22838.4
5468133,29,Male,0,2,3,105664.0,3,31699.199999999997
8630942,33,Male,1,0,2,86528.0,2,17305.6
4104235,51,Female,0,2,1,73216.0,3,21964.800000000003
6626522,21,Male,0,2,2,81536.0,3,24460.800000000003
6700096,41,Female,0,3,2,89856.0,4,35942.4
4327185,43,Female,1,2,1,69888.0,4,27955.2
9994139,59,Female,1,1,1,76544.0,3,22963.199999999997
8482616,50,Male,0,1,1,72800.0,2,14560.0
9167657,50,Female,1,1,1,72800.0,3,21840.0
2234346,52,Male,1,2,2,94432.0,4,37772.8
5719375,21,Male,0,1,1,60736.0,2,12147.2
1634886,77,Female,0,3,2,104832.0,4,41932.8
4681041,21,Male,1,2,1,60736.0,4,24294.4
5481011,72,Female,1,1,2,102752.0,3,30825.600000000002
2203303,79,Female,0,3,1,84864.0,4,33945.6
7817794,58,Female,1,2,3,117728.0,4,47091.2
6481015,70,Male,1,2,1,81120.0,4,32448.0
9222558,25,Female,1,0,1,62400.0,2,12480.0
1926988,53,Male,0,0,1,74048.0,1,7404.8
3347209,63,Female,0,3,2,99008.0,4,39603.2
4699242,49,Female,1,3,0,51584.0,5,25792.0
2638636,77,Female,1,2,3,125632.0,4,50252.8
1876545,30,Female,1,1,2,85280.0,3,25584.0
5698317,70,Female,0,1,0,60320.0,2,12064.0
3158918,62,Male,1,1,1,77792.0,3,23337.6
9833432,80,Female,1,4,3,126880.0,6,76128.0
1401310,43,Female,1,1,3,111488.0,3,33446.399999999994
9955848,78,Male,1,1,1,84448.0,3,25334.399999999998
9528411,61,Female,0,3,1,77376.0,4,30950.4
9685927,79,Male,1,3,1,84864.0,5,42432.0
8985765,55,Female,1,3,2,95680.0,5,47840.0
8055427,70,Male,0,1,2,101920.0,2,20384.0
6954674,32,Male,0,0,0,44512.0,1,4451.2
9355563,50,Male,1,2,0,52000.0,4,20800.0
7188895,73,Male,0,3,2,103168.0,4,41267.2
7912146,44,Female,1,2,1,70304.0,4,28121.6
3409835,29,Male,0,1,1,64064.0,2,12812.8
6991096,31,Female,1,1,1,64896.0,3,19468.800000000003
4923598,38,Male,0,1,2,88608.0,2,17721.6
1621920,29,Male,0,3,1,64064.0,4,25625.6
4686200,63,Male,0,1,3,119808.0,2,23961.6
9307583,41,Male,1,3,1,69056.0,5,34528.0
2685285,73,Female,0,0,1,82368.0,1,8236.8
7667908,31,Female,1,0,2,85696.0,2,17139.2
7193395,32,Female,0,0,2,86112.0,1,8611.2
4954026,50,Male,1,2,1,72800.0,4,29120.0
9464344,62,Male,1,3,1,77792.0,5,38896.0
4437344,20,Male,1,1,2,81120.0,3,24336.0
4120049,72,Male,1,4,1,81952.0,6,49171.200000000004
9017557,54,Female,1,1,1,74464.0,3,22339.199999999997
7861889,25,Female,1,0,2,83200.0,2,16640.0
1047715,24,Female,0,1,1,61984.0,2,12396.8
8587337,23,Female,1,3,2,82368.0,5,41184.0
2858187,56,Male,1,1,0,54496.0,3,16348.800000000001
5630049,59,Male,1,2,3,118144.0,4,47257.6
9498454,69,Male,0,3,1,80704.0,4,32281.6
4451428,62,Male,1,4,1,77792.0,6,46675.2
5752261,71,Male,0,3,2,102336.0,4,40934.4
1879931,41,Male,1,1,3,110656.0,3,33196.8
6318236,51,Female,0,1,3,114816.0,2,22963.2
8397730,63,Female,1,2,0,57408.0,4,22963.2
6619851,79,Male,1,0,1,84864.0,2,16972.8
3413590,48,Male,0,1,2,92768.0,2,18553.6
2111130,54,Male,1,3,1,74464.0,5,37232.0
2924424,56,Male,1,4,0,54496.0,6,32697.600000000002
2397022,79,Male,1,3,1,84864.0,5,42432.0
6356650,73,Male,0,2,1,82368.0,3,24710.399999999998
1333210,67,Male,1,3,1,79872.0,5,39936.0
8817312,32,Male,1,1,2,86112.0,3,25833.600000000002
1838258,31,Male,1,1,1,64896.0,3,19468.800000000003
2557016,76,Male,1,2,1,83616.0,4,33446.4
1451400,25,Female,1,0,1,62400.0,2,12480.0
2494005,80,Male,1,3,1,85280.0,5,42640.0
6084649,30,Male,1,1,2,85280.0,3,25584.0
7231461,24,Female,1,0,2,82784.0,2,16556.8
9481309,62,Female,1,2,1,77792.0,4,31116.8
9368360,26,Female,1,1,1,62816.0,3,18844.800000000003
8663301,56,Male,0,2,1,75296.0,3,22588.800000000003
7549665,25,Male,0,0,2,83200.0,1,8320.0
2416646,21,Male,1,1,1,60736.0,3,18220.800000000003
7569995,68,Male,1,1,0,59488.0,3,17846.4
9894343,65,Female,0,2,3,120640.0,3,36192.0
1351413,47,Male,1,1,1,71552.0,3,21465.6
1384277,73,Female,1,1,1,82368.0,3,24710.399999999998
1132113,66,Female,0,1,1,79456.0,2,15891.2
3270127,34,Female,1,2,1,66144.0,4,26457.6
9001042,73,Male,1,3,2,103168.0,5,51584.0
1105233,37,Female,0,1,1,67392.0,2,13478.4
7283000,36,Female,1,2,1,66976.0,4,26790.4
5979309,76,Female,1,2,1,83616.0,4,33446.4
1337050,41,Male,1,2,1,69056.0,4,27622.4
7122719,39,Male,1,0,1,68224.0,2,13644.8
3139513,67,Female,1,2,2,100672.0,4,40268.8
8664900,35,Male,1,3,0,45760.0,5,22880.0
7789526,78,Female,1,2,1,84448.0,4,33779.2
4345526,48,Male,0,4,1,71968.0,5,35984.0
6839165,39,Female,1,1,2,89024.0,3,26707.199999999997
6150715,41,Female,0,0,2,89856.0,1,8985.6
5683284,37,Female,0,0,0,46592.0,1,4659.2
6428559,56,Male,0,1,1,75296.0,2,15059.2
2470608,74,Female,0,2,3,124384.0,3,37315.2
2348613,20,Male,1,1,2,81120.0,3,24336.0
4201903,55,Female,1,2,2,95680.0,4,38272.0
4444232,59,Female,1,1,3,118144.0,3,35443.2
6905231,28,Female,1,0,1,63648.0,2,12729.6
7288483,56,Female,1,3,3,116896.0,5,58448.0
4490521,53,Female,0,3,1,74048.0,4,29619.2
3256197,26,Female,1,2,3,104416.0,4,41766.4
9761928,37,Female,0,0,1,67392.0,1,6739.2
3637845,73,Female,1,0,2,103168.0,2,20633.6
3074806,39,Female,1,1,2,89024.0,3,26707.199999999997
5323648,46,Male,0,2,3,112736.0,3,33820.8
4477410,23,Female,1,0,2,82368.0,2,16473.6
8680253,34,Male,1,0,1,66144.0,2,13228.8
5857586,67,Female,0,2,2,100672.0,3,30201.600000000002
1361320,61,Male,0,1,1,77376.0,2,15475.2
5103566,76,Female,0,1,1,83616.0,2,16723.2
6077600,62,Male,1,2,3,119392.0,4,47756.8
2051601,29,Female,0,0,2,84864.0,1,8486.4
2443495,72,Female,1,1,2,102752.0,3,30825.600000000002
2055631,62,Female,1,0,2,98592.0,2,19718.4
5952619,40,Male,1,2,1,68640.0,4,27456.0
1026831,46,Male,0,1,1,71136.0,2,14227.2
4259405,70,Female,1,2,2,101920.0,4,40768.0
1474360,64,Female,1,1,0,57824.0,3,17347.199999999997
8580289,39,Female,1,0,1,68224.0,2,13644.8
1707653,65,Female,1,1,1,79040.0,3,23712.0
6868138,26,Female,1,0,2,83616.0,2,16723.2
9569627,59,Female,0,0,1,76544.0,1,7654.4
6634101,47,Male,0,1,1,71552.0,2,14310.4
9800732,59,Male,1,2,2,97344.0,4,38937.6
7518448,31,Male,0,1,1,64896.0,2,12979.2
7756395,77,Female,0,2,2,104832.0,3,31449.600000000002
3323403,76,Female,1,1,1,83616.0,3,25084.800000000003
9340505,66,Male,1,2,3,121056.0,4,48422.4
2754475,59,Male,0,1,2,97344.0,2,19468.8
5673606,69,Female,1,4,1,80704.0,6,48422.399999999994
6910746,48,Female,1,3,2,92768.0,5,46384.0
7197174,42,Male,1,2,0,48672.0,4,19468.8
8415421,27,Female,0,0,0,42432.0,1,4243.2
1011797,40,Male,1,0,1,68640.0,2,13728.0
4955444,47,Male,0,0,1,71552.0,1,7155.2
1119033,79,Female,1,2,2,105664.0,4,42265.6
7009135,68,Male,0,2,1,80288.0,3,24086.4
1312686,59,Female,0,2,2,97344.0,3,29203.199999999997
7441013,62,Male,0,3,1,77792.0,4,31116.8
6953138,51,Male,1,2,0,52416.0,4,20966.4
3209540,62,Male,0,4,1,77792.0,5,38896.0
6279561,79,Male,1,0,1,84864.0,2,16972.8
4326395,39,Female,1,0,2,89024.0,2,17804.8
8529906,67,Female,1,1,2,100672.0,3,30201.600000000002
3655445,32,Female,1,0,1,65312.0,2,13062.4
2504058,42,Male,1,2,1,69472.0,4,27788.8
7052391,46,Male,0,3,1,71136.0,4,28454.4
4399346,75,Female,0,3,3,124800.0,4,49920.0
7197731,64,Male,0,1,3,120224.0,2,24044.8
4436956,35,Male,1,1,1,66560.0,3,19968.0
8277055,45,Male,1,2,1,70720.0,4,28288.0
5648095,74,Female,1,2,1,82784.0,4,33113.6
3602140,37,Male,0,1,1,67392.0,2,13478.4
7230948,55,Male,1,1,1,74880.0,3,22464.0
5359458,54,Female,0,2,0,53664.0,3,16099.199999999999
8256790,59,Male,1,1,1,76544.0,3,22963.199999999997
4989992,76,Male,0,1,1,83616.0,2,16723.2
3443116,42,Female,1,1,1,69472.0,3,20841.6
1148483,26,Male,1,0,1,62816.0,2,12563.2
6862408,57,Male,0,0,0,54912.0,1,5491.2
8752154,46,Female,1,2,1,71136.0,4,28454.4
6567820,35,Female,0,0,1,66560.0,1,6656.0
4148294,30,Female,0,0,1,64480.0,1,6448.0
6471116,77,Male,1,2,1,84032.0,4,33612.8
3282162,65,Female,0,0,1,79040.0,1,7904.0
4949953,24,Male,1,0,1,61984.0,2,12396.8
5241105,51,Female,1,2,1,73216.0,4,29286.4
4380709,54,Male,1,2,1,74464.0,4,29785.6
4157235,73,Male,1,2,1,82368.0,4,32947.2
5678764,45,Male,0,1,1,70720.0,2,14144.0
4661820,20,Male,1,0,0,39520.0,2,7904.0
3143066,58,Male,0,1,2,96928.0,2,19385.6
6197074,29,Female,1,2,1,64064.0,4,25625.6
6182389,54,Female,0,3,1,74464.0,4,29785.6
2860974,70,Female,0,3,1,81120.0,4,32448.0
4155306,47,Male,1,4,2,92352.0,6,55411.200000000004
4622872,49,Female,1,0,1,72384.0,2,14476.8
9791390,51,Male,0,3,2,94016.0,4,37606.4
6486371,58,Male,0,1,2,96928.0,2,19385.6
4499550,52,Female,1,3,2,94432.0,5,47216.0
7832225,62,Male,1,3,1,77792.0,5,38896.0
3361936,30,Female,1,0,1,64480.0,2,12896.0
3386819,71,Female,0,2,2,102336.0,3,30700.800000000003
1218700,46,Female,1,3,2,91936.0,5,45968.0
1007909,70,Female,0,0,0,60320.0,1,6032.0
6892327,47,Male,1,3,1,71552.0,5,35776.0
8406754,71,Male,1,2,0,60736.0,4,24294.4
8155368,68,Male,1,1,2,101088.0,3,30326.399999999998
8780079,30,Female,1,0,1,64480.0,2,12896.0
7114507,21,Female,1,0,2,81536.0,2,16307.2
2253824,77,Male,1,2,1,84032.0,4,33612.8
1240023,23,Male,1,0,1,61568.0,2,12313.6
8931053,41,Female,0,3,2,89856.0,4,35942.4
1619251,56,Female,0,3,2,96096.0,4,38438.4
5173430,42,Female,1,3,2,90272.0,5,45136.0
4930234,79,Male,0,0,1,84864.0,1,8486.4
9892824,45,Female,0,2,1,70720.0,3,21216.0
2327121,70,Male,1,1,2,101920.0,3,30576.0
7923972,26,Male,0,0,1,62816.0,1,6281.6
3313234,25,Female,0,2,1,62400.0,3,18720.0
2394943,69,Male,0,0,2,101504.0,1,10150.4
6472214,70,Female,1,3,1,81120.0,5,40560.0
4091387,80,Male,0,3,3,126880.0,4,50752.0
4721158,24,Male,0,1,2,82784.0,2,16556.8
5779984,22,Female,1,0,3,102752.0,2,20550.4
4127553,45,Male,0,2,3,112320.0,3,33696.0
4384892,29,Female,1,1,1,64064.0,3,19219.199999999997
1512180,31,Female,1,2,1,64896.0,4,25958.4
5926494,48,Female,1,2,1,71968.0,4,28787.2
1590378,67,Female,0,2,2,100672.0,3,30201.600000000002
6000085,22,Female,1,3,1,61152.0,5,30576.0
5294513,31,Female,1,0,1,64896.0,2,12979.2
1850438,56,Male,1,1,0,54496.0,3,16348.800000000001
7527913,51,Female,1,1,2,94016.0,3,28204.800000000003
3938033,50,Female,0,3,0,52000.0,4,20800.0
1903171,36,Male,1,2,0,46176.0,4,18470.4
5995761,29,Female,1,0,2,84864.0,2,16972.8
7342937,27,Female,1,0,2,84032.0,2,16806.4
7936776,35,Male,0,3,3,108160.0,4,43264.0
2183770,37,Male,1,3,0,46592.0,5,23296.0
8108723,39,Male,0,2,1,68224.0,3,20467.199999999997
3245881,36,Male,1,1,1,66976.0,3,20092.800000000003
1061551,44,Male,1,4,1,70304.0,6,42182.399999999994
1122941,59,Female,0,2,0,55744.0,3,16723.199999999997
3690643,27,Male,1,0,3,104832.0,2,20966.4
6091937,72,Male,1,0,2,102752.0,2,20550.4
6981343,60,Male,1,0,2,97760.0,2,19552.0
2904264,58,Female,1,0,2,96928.0,2,19385.6
4457786,57,Female,1,0,1,75712.0,2,15142.4
8655629,24,Male,0,3,1,61984.0,4,24793.6
2309097,26,Male,0,1,1,62816.0,2,12563.2
3097172,74,Male,0,1,0,61984.0,2,12396.8
7957938,21,Female,1,0,1,60736.0,2,12147.2
5725563,37,Female,1,3,2,88192.0,5,44096.0
2459008,73,Female,0,2,2,103168.0,3,30950.399999999998
5336508,23,Female,1,1,1,61568.0,3,18470.4
6237212,30,Male,1,2,1,64480.0,4,25792.0
2847314,64,Male,1,4,2,99424.0,6,59654.399999999994
2367235,63,Female,1,1,1,78208.0,3,23462.4
2794249,29,Female,1,0,0,43264.0,2,8652.8
6140881,69,Male,0,2,2,101504.0,3,30451.199999999997
3430922,52,Male,0,1,1,73632.0,2,14726.4
3491216,33,Male,1,1,1,65728.0,3,19718.4
8089821,61,Female,0,3,2,98176.0,4,39270.4
4949257,35,Male,1,0,3,108160.0,2,21632.0
8982823,28,Female,1,2,2,84448.0,4,33779.2
9205633,79,Female,0,3,1,84864.0,4,33945.6
9836321,22,Male,1,1,1,61152.0,3,18345.6
4704310,22,Male,1,2,1,61152.0,4,24460.8
8697322,20,Female,1,0,0,39520.0,2,7904.0
5719087,51,Female,0,2,1,73216.0,3,21964.800000000003
5154731,31,Female,0,0,3,106496.0,1,10649.6
8859769,34,Male,1,2,3,107744.0,4,43097.6
8571514,54,Male,1,0,1,74464.0,2,14892.8
5908094,56,Female,0,2,0,54496.0,3,16348.800000000001
8200238,58,Male,0,3,1,76128.0,4,30451.2
1629302,25,Female,1,1,1,62400.0,3,18720.0
1419712,23,Male,1,1,2,82368.0,3,24710.399999999998
7263704,25,Male,0,1,2,83200.0,2,16640.0
6725026,60,Female,0,2,2,97760.0,3,29328.0
7485394,67,Female,1,2,2,100672.0,4,40268.8
6795767,30,Male,0,2,3,106080.0,3,31824.0
2779333,35,Female,0,0,2,87360.0,1,8736.0
8100310,22,Male,1,0,1,61152.0,2,12230.4
9656972,46,Female,1,1,2,91936.0,3,27580.800000000003
1121299,58,Female,0,3,1,76128.0,4,30451.2
9912543,70,Female,1,2,3,122720.0,4,49088.0
2792200,54,Male,1,2,1,74464.0,4,29785.6
4722918,58,Male,0,4,1,76128.0,5,38064.0
4781162,39,Male,1,1,1,68224.0,3,20467.199999999997
6417801,22,Female,1,0,2,81952.0,2,16390.4
1966874,68,Male,1,1,1,80288.0,3,24086.4
8411737,53,Female,1,0,1,74048.0,2,14809.6
9764001,35,Female,0,0,2,87360.0,1,8736.0
2726226,34,Male,1,0,2,86944.0,2,17388.8
7379684,71,Female,1,1,1,81536.0,3,24460.800000000003
3735412,60,Female,0,1,1,76960.0,2,15392.0
7545645,75,Male,1,3,1,83200.0,5,41600.0
9494880,28,Female,0,0,0,42848.0,1,4284.8
5636145,58,Female,1,2,2,96928.0,4,38771.2
9239426,72,Male,0,0,1,81952.0,1,8195.2
3744875,22,Female,1,0,0,40352.0,2,8070.4
3233595,49,Male,0,1,2,93184.0,2,18636.8
8385099,29,Male,1,2,1,64064.0,4,25625.6
5706372,75,Female,0,0,2,104000.0,1,10400.0
5768655,47,Male,1,3,2,92352.0,5,46176.0
2192021,58,Male,0,2,1,76128.0,3,22838.4
5479448,63,Female,1,3,2,99008.0,5,49504.0
6118705,55,Male,0,2,1,74880.0,3,22464.0
2644069,70,Female,1,1,1,81120.0,3,24336.0
3658537,53,Male,1,1,2,94848.0,3,28454.399999999998
1557644,43,Male,1,0,3,111488.0,2,22297.6
3932701,31,Male,1,0,2,85696.0,2,17139.2
4307325,45,Male,0,4,1,70720.0,5,35360.0
3815168,49,Male,1,3,1,72384.0,5,36192.0
3662256,49,Male,0,2,2,93184.0,3,27955.199999999997
2277345,28,Female,0,1,0,42848.0,2,8569.6
2890302,32,Female,1,0,2,86112.0,2,17222.4
6954552,39,Male,1,2,1,68224.0,4,27289.6
6827708,34,Female,0,0,1,66144.0,1,6614.4
1029224,35,Male,1,0,3,108160.0,2,21632.0
6898999,76,Female,0,1,1,83616.0,2,16723.2
1244088,27,Female,1,0,1,63232.0,2,12646.4
1822990,35,Female,0,1,1,66560.0,2,13312.0
5291613,26,Male,1,2,1,62816.0,4,25126.4
7781554,38,Male,1,2,0,47008.0,4,18803.2
5962701,34,Female,0,0,1,66144.0,1,6614.4
6258329,29,Male,0,2,1,64064.0,3,19219.199999999997
4938302,72,Female,1,2,0,61152.0,4,24460.8
3575028,55,Male,0,3,0,54080.0,4,21632.0
2597695,43,Male,1,2,3,111488.0,4,44595.2
7609350,79,Female,0,1,1,84864.0,2,16972.8
7455547,29,Female,1,1,1,64064.0,3,19219.199999999997
8796085,70,Male,0,2,2,101920.0,3,30576.0
2280217,26,Male,0,1,1,62816.0,2,12563.2
8322938,62,Male,0,1,2,98592.0,2,19718.4
7379350,24,Female,0,1,0,41184.0,2,8236.8
3431231,48,Male,1,1,2,92768.0,3,27830.399999999998
7876903,59,Male,1,4,1,76544.0,6,45926.399999999994
1452190,39,Male,0,2,3,109824.0,3,32947.2
9051010,64,Male,0,1,1,78624.0,2,15724.8
4289131,21,Female,1,1,2,81536.0,3,24460.800000000003
1814530,47,Female,0,2,1,71552.0,3,21465.6
7389402,22,Male,1,0,1,61152.0,2,12230.4
7113215,39,Female,0,0,1,68224.0,1,6822.4
2454616,43,Male,0,1,2,90688.0,2,18137.6
6932810,57,Female,1,2,2,96512.0,4,38604.8
8126373,58,Female,0,2,1,76128.0,3,22838.4
7858505,64,Male,0,3,1,78624.0,4,31449.6
9373832,26,Male,0,1,2,83616.0,2,16723.2
2561526,60,Male,1,2,1,76960.0,4,30784.0
9627897,61,Male,0,3,2,98176.0,4,39270.4
6128510,74,Female,1,3,1,82784.0,5,41392.0
1745077,24,Female,0,1,2,82784.0,2,16556.8
4489577,60,Female,1,2,1,76960.0,4,30784.0
3333389,43,Male,1,1,1,69888.0,3,20966.4
5508669,45,Male,1,2,2,91520.0,4,36608.0
2232557,76,Male,1,1,1,83616.0,3,25084.800000000003
2995302,26,Male,0,0,2,83616.0,1,8361.6
6006131,71,Male,0,0,0,60736.0,1,6073.6
7653529,48,Female,0,1,2,92768.0,2,18553.6
2904625,51,Male,0,2,1,73216.0,3,21964.800000000003
3222802,45,Female,0,2,2,91520.0,3,27456.0
2915874,68,Male,1,1,3,121888.0,3,36566.399999999994
7850646,24,Female,0,0,0,41184.0,1,4118.4
4022030,36,Male,1,0,2,87776.0,2,17555.2
6838203,73,Male,1,1,1,82368.0,3,24710.399999999998
5644835,41,Female,1,2,0,48256.0,4,19302.4
5859365,24,Male,0,2,0,41184.0,3,12355.199999999999
9732893,29,Male,0,2,1,64064.0,3,19219.199999999997
5412714,71,Male,0,2,0,60736.0,3,18220.800000000003
6757897,30,Female,1,0,3,106080.0,2,21216.0
2977973,33,Male,0,1,1,65728.0,2,13145.6
3190439,61,Female,1,2,2,98176.0,4,39270.4
1738635,76,Male,1,1,2,104416.0,3,31324.800000000003
7478045,26,Male,0,0,2,83616.0,1,8361.6
3227108,45,Female,1,0,0,49920.0,2,9984.0
6343576,51,Male,0,0,3,114816.0,1,11481.6
4556038,76,Female,1,1,3,125216.0,3,37564.8
3493000,75,Male,1,1,1,83200.0,3,24960.0
1629838,21,Female,0,2,3,102336.0,3,30700.800000000003
4024090,70,Male,1,3,0,60320.0,5,30160.0
1343317,59,Male,1,3,2,97344.0,5,48672.0
1235238,44,Male,1,2,1,70304.0,4,28121.6
7166438,28,Male,0,2,2,84448.0,3,25334.399999999998
3033910,55,Female,1,2,1,74880.0,4,29952.0
4572458,23,Female,0,0,1,61568.0,1,6156.8
1467697,48,Female,1,1,2,92768.0,3,27830.399999999998
9411288,60,Male,0,4,2,97760.0,5,48880.0
6347786,42,Male,1,0,2,90272.0,2,18054.4
1533197,79,Male,1,2,2,105664.0,4,42265.6
3625455,43,Female,1,2,0,49088.0,4,19635.2
4880545,79,Male,0,3,3,126464.0,4,50585.6
6568474,23,Male,1,0,1,61568.0,2,12313.6
6651523,47,Male,0,2,1,71552.0,3,21465.6
3159079,47,Male,0,2,1,71552.0,3,21465.6
1261025,26,Male,1,0,1,62816.0,2,12563.2
2520309,53,Female,0,3,2,94848.0,4,37939.2
9570887,70,Male,1,0,1,81120.0,2,16224.0
1674529,42,Female,1,2,2,90272.0,4,36108.8
3587215,56,Female,0,2,0,54496.0,3,16348.800000000001
7757422,47,Female,0,2,1,71552.0,3,21465.6
1960615,39,Female,1,0,2,89024.0,2,17804.8
2164753,31,Female,1,0,1,64896.0,2,12979.2
5912487,65,Female,1,2,2,99840.0,4,39936.0
1343040,62,Male,1,2,3,119392.0,4,47756.8
1141002,51,Male,1,2,1,73216.0,4,29286.4
4875842,41,Female,1,1,1,69056.0,3,20716.800000000003
7452270,80,Female,0,1,1,85280.0,2,17056.0
6055029,78,Male,0,2,0,63648.0,3,19094.4
6394361,77,Male,1,1,2,104832.0,3,31449.600000000002
6786691,23,Female,1,3,3,103168.0,5,51584.0
1150124,66,Male,1,3,1,79456.0,5,39728.0
1943480,55,Male,1,3,1,74880.0,5,37440.0
3397952,23,Female,1,2,2,82368.0,4,32947.2
6528444,59,Male,1,2,1,76544.0,4,30617.6
9153211,56,Female,1,4,1,75296.0,6,45177.600000000006
1731106,62,Female,0,2,2,98592.0,3,29577.600000000002
3772421,66,Male,0,3,1,79456.0,4,31782.4
8245495,28,Male,0,3,2,84448.0,4,33779.2
8506473,65,Female,1,3,1,79040.0,5,39520.0
2768674,37,Female,1,2,0,46592.0,4,18636.8
8631693,38,Male,1,2,0,47008.0,4,18803.2
4853489,45,Female,1,4,1,70720.0,6,42432.0
9466050,73,Female,0,1,1,82368.0,2,16473.6
2007152,76,Female,1,2,1,83616.0,4,33446.4
9075610,32,Female,0,2,1,65312.0,3,19593.6
